41160001 949 1024 6 18 Černošice,Javorová
41590001 950 1025 6 19 Černošice,Kladenská
41590002 951 1025 6 19 Černošice,Kladenská
23670002 960 1024 6 20 Černošice,Komenského
22780001 961 1024 6 28 Černošice,Mokropsy žel.zast.
16280001 969 1024 6 18 Černošice,Slunečná
25660001 970 1024 6 27 Černošice,U Kamenného mostu
16140001 5382 1025 6 19 Černošice,U Vodárny
16140002 5383 1025 6 19 Černošice,U Vodárny
16220001 5384 1025 6 26 Černošice,Vráž samoobsluha
16220002 971 1025 6 26 Černošice,Vráž samoobsluha
16230001 972 1025 6 31 Černošice,Vráž U transformátoru
16230002 973 1025 6 31 Černošice,Vráž U transformátoru
16160001 974 1025 6 19 Černošice,žel.zast.
16160002 975 1025 6 19 Černošice,žel.zast.
16160003 976 1025 6 19 Černošice,žel.zast.
710001 977 1025 1 9 Černý kůň
710002 179 1025 1 9 Černý kůň
710003 180 1025 1 9 Černý kůň
710004 181 1025 1 9 Černý kůň
710005 182 1025 1 9 Černý kůň
710006 2660 1025 1 9 Černý kůň
8970001 2661 1025 2 10 Černý Most
8970002 3639 1025 1 10 Černý Most
8970003 3640 1025 1 10 Černý Most
8970004 996 1025 2 10 Černý Most
8970005 997 1025 2 10 Černý Most
8970006 998 1025 2 10 Černý Most
8970007 999 1025 1 10 Černý Most
8970008 1000 1025 1 10 Černý Most
8970009 1010 1025 12 10 Černý Most
8970010 1011 1025 1 10 Černý Most
8970011 109 1025 2 10 Černý Most
8970021 110 1025 12 10 Černý Most
8970031 111 1025 12 10 Černý Most
8970079 1018 1025 2 10 Černý Most
8970080 1019 1025 1 10 Černý Most
8970081 1051 1025 1 10 Černý Most
8970101 1052 1025 1 10 Černý Most
8970102 561 1025 1 10 Černý Most
11500001 562 1025 1 8 Čertousy
11500002 1061 1025 4 8 Čertousy
11500003 1062 1025 4 8 Čertousy
9930001 1063 1025 1 12 Čertův vršek
9930002 1064 1025 1 12 Čertův vršek
11240001 1065 1025 1 13 Červeňanského
11240002 1066 1025 1 13 Červeňanského
7560001 1067 1025 1 12 Červený dvůr
7560002 1068 1025 1 12 Červený dvůr
16820001 1069 1025 3 13 Červený Újezd
16820002 1070 1025 3 13 Červený Újezd
16800001 1108 1025 3 19 Červený Újezd,rozc.
16800002 1109 1025 3 19 Červený Újezd,rozc.
16810001 1110 1025 3 24 Červený Újezd,U Náprstků
16810002 1111 1025 3 24 Červený Újezd,U Náprstků
730001 1112 1 1 12 Červený Vrch
730002 1113 1 1 12 Červený Vrch
730051 4704 1 1 12 Červený Vrch
10220001 4705 1025 1 12 Českobrodská
11700001 583 1025 1 11 Českolipská
11700002 584 1025 1 11 Českolipská
5100001 1120 1025 2 13 Českomoravská
5100002 1121 1025 2 13 Českomoravská
5100101 1122 1 1 13 Českomoravská
5100102 1123 1 1 13 Českomoravská
22700001 1124 1025 8 21 Český Brod,Jana Kouly
22700002 1125 1025 8 21 Český Brod,Jana Kouly
23980001 1126 1024 8 22 Český Brod,Jungmannova
23990001 1127 1025 8 20 Český Brod,Kollárova
22740001 2104 1025 8 27 Český Brod,Liblice,Bylanská
22740002 2105 1025 8 27 Český Brod,Liblice,Bylanská
24060001 1147 1025 8 23 Český Brod,Liblice,obec
24060002 1148 1025 8 23 Český Brod,Liblice,obec
24050001 1149 1025 8 22 Český Brod,Liblice,SEŠ
24050002 1150 1025 8 22 Český Brod,Liblice,SEŠ
24000001 1151 1025 8 17 Český Brod,muzeum
24000002 1152 1025 8 17 Český Brod,muzeum
14160001 1157 1025 8 21 Český Brod,Na Bulánce
14160002 1158 1025 8 21 Český Brod,Na Bulánce
14160003 1159 1025 8 21 Český Brod,Na Bulánce
23970001 1160 1025 8 15 Český Brod,nem.
23970002 4173 1025 8 15 Český Brod,nem.
14170001 4174 1025 8 19 Český Brod,sídliště
14170002 4175 1025 8 19 Český Brod,sídliště
24020001 5141 1025 8 18 Český Brod,Štolmíř
24020002 5142 1025 8 18 Český Brod,Štolmíř
22720001 5143 1025 8 20 Český Brod,U vodárny
22720002 5144 1025 8 20 Český Brod,U vodárny
14180001 5145 1025 8 18 Český Brod,Zahrady
14180002 5146 1025 8 18 Český Brod,Zahrady
24030001 1167 1025 8 20 Český Brod,Zborovská
24030002 1168 1025 8 20 Český Brod,Zborovská
22690001 1183 17409 8 18 Český Brod,žel.st.
22690002 1184 1025 8 18 Český Brod,žel.st.
22690003 2688 1025 8 18 Český Brod,žel.st.
22690004 2689 17409 8 18 Český Brod,žel.st.
22690005 1185 1025 8 18 Český Brod,žel.st.
22690006 1186 1025 8 18 Český Brod,žel.st.
13740001 1187 1025 6 8 Čestlice
13740002 1188 1025 6 8 Čestlice
13740003 4550 1025 6 8 Čestlice
13730001 4551 1025 6 27 Čestlice,Albert hypermarket
13730002 4552 1025 6 27 Čestlice,Albert hypermarket
13720001 4553 1025 6 19 Čestlice,Aquapalace
13720002 4554 1025 6 19 Čestlice,Aquapalace
25580001 4698 1025 6 13 Čestlice,kika
25580002 4699 1025 6 13 Čestlice,kika
17440001 1193 1025 6 15 Čestlice,Lipová
17440002 1194 1025 6 15 Čestlice,Lipová
13820001 1197 1025 6 14 Čestlice,Polní
13820002 1198 1025 6 14 Čestlice,Polní
13750001 1220 1025 6 13 Čestlice,Rebo
13750002 1221 1025 6 13 Čestlice,Rebo
13760001 1598 1025 6 14 Čestlice,Rehau
13760002 1599 1025 6 14 Čestlice,Rehau
25260001 1239 1025 5 3 Čím
25260002 1240 1025 5 3 Čím
25250001 1241 1025 5 12 Čím,Hrdlička
25250002 1242 1025 5 12 Čím,Hrdlička
740001 1243 1025 1 6 Čimice
740002 1244 1025 1 6 Čimice
5440001 1245 1025 1 11 Čimický háj
5440002 1246 1025 1 11 Čimický háj
1620005 1247 1025 2 6 Čínská
1620006 1248 1025 2 6 Čínská
17280001 1249 1025 8 8 Čisovice
17280002 1250 1025 8 8 Čisovice
17250001 1263 1025 3 14 Čisovice,Bojov
17250002 1264 1025 3 14 Čisovice,Bojov
17260001 3554 1025 3 23 Čisovice,Bojov,višňovka
17260002 3555 1025 3 23 Čisovice,Bojov,višňovka
17240001 1265 1025 3 22 Čisovice,Bojov,žel.st.
17240002 1266 1025 3 22 Čisovice,Bojov,žel.st.
17290001 1271 1025 8 18 Čisovice,Pod Horou
17290002 1272 1025 8 18 Čisovice,Pod Horou
17270001 3668 1025 8 16 Čisovice,u školy
17270002 3669 1025 8 16 Čisovice,u školy
17500001 1276 1025 8 16 Čisovice,žel.st.
17500002 1277 1025 8 16 Čisovice,žel.st.
70001 2696 1 1 12 ČSAD Smíchov
70002 1800 1 1 12 ČSAD Smíchov
2870003 1801 1025 4 7 Ďáblice
2870004 1292 1025 1 7 Ďáblice
2870005 1293 1025 4 7 Ďáblice
2870006 1302 1025 4 7 Ďáblice
1670001 1303 1025 2 16 Ďáblický hřbitov
1670002 1351 1025 2 16 Ďáblický hřbitov
7270001 1352 1025 1 9 Darwinova
7270002 45 1025 1 9 Darwinova
17630001 46 1025 3 16 Davle,Na Javorce
17630002 1389 1025 3 16 Davle,Na Javorce
17640001 1390 1025 3 10 Davle,obec
17640002 778 1025 3 10 Davle,obec
17610001 4314 1025 3 16 Davle,pod Račany
17610002 4315 1025 3 16 Davle,pod Račany
13540001 1402 1025 3 12 Davle,Sázava
13540002 1403 1025 3 12 Davle,Sázava
13550001 1404 1025 3 22 Davle,Sázava,Třešňovka
13550002 2050 1025 3 22 Davle,Sázava,Třešňovka
17600001 2051 1025 3 11 Davle,Sloup
